Mouse gene name	Gene name
Bpifb1	BPIFB1
Bmp6	BMP6
	PRELID1P3
Jcad	JCAD
	LINC00871
Sstr3	SSTR3
	
	
	RPSAP6
	AIFM1P1
Zfp503	ZNF503
	
	
	
Ahr	AHR
Six1	SIX1
Fam8a1	FAM8A1
Rac2	RAC2
	
	
	
	FAM21FP
	
	
	
	
	
	
	
	
Txndc5	TXNDC5
	
	
Spag6	SPAG6
Spag6l	SPAG6
Rtn1	RTN1
	
Shmt1	SHMT1
Zbp1	ZBP1
	PAUPAR
Aptx	APTX
	
	LINC02546
	LINC02152
	
	
	
	CD81-AS1
	LINC00235
	
	LINC00678
Dbx1	DBX1
Tmprss2	TMPRSS2
Hipk3	HIPK3
	LINC01600
	
Bzw2	BZW2
	
	RPL8P1
	
Rnps1	RNPS1
	
Zfp322a	ZNF322
Zfp64	ZFP64
	
	RPS3AP53
	UBE2E1-AS1
	
Tmprss6	TMPRSS6
	CYCSP12
	TPTE2P1
Epm2aip1	EPM2AIP1
	CDYLP1
	
	
	SLC25A15P3
	RPL34P27
	ZNF385D-AS2
	ELOBP1
U6	RNU6-78P
	OR7E122P
	
	RN7SL741P
	RNY1P3
	LINC00620
Shisa2	SHISA2
	
	LINC00415
	
	
	
	
	
	
Rxfp2	RXFP2
	MYCLP2
	TATDN2P1
	
	
	
Armh2	ARMH2
Armcx6	ARMCX6
	PRADC1P1
	
	
	KU-MEL-3
	LINC01980
	VN1R13P
Hdgfl1	HDGFL1
	THAP12P3
	
	RPS12P2
	MIR5689HG
Marchf8	MARCHF8
	
	
	
	PRELID1P2
Foxq1	FOXQ1
	
Ppp2r5e	PPP2R5E
	
	RPL18AP15
Rnf182	RNF182
Nxf3	NXF3
Zfp78	ZNF705A
	LINC00856
	UBE2D3P2
	ITGA9-AS1
	
	
	OR7E149P
	
	
	
	
	
	
	
	
Fry	FRY
Defb47	DEFB130A
	LINC02654
	GABARAPL1-AS1
	HSPD1P12
	OR7E140P
	
Rpp40	RPP40
	
	
	ALG1L12P
	
	LINC02887
	ZNF37A
	
	
	
Fam90a1b	FAM90A7P
Fam90a1a	FAM90A7P
Mis12	MIS12
	LINC00681
	DEFB109C
	
	
	A2ML1-AS1
Cldn23	CLDN23
	
Rhno1	RHNO1
Uckl1	UCKL1
	
Defa41	DEFA4
Defa37	DEFA4
Defa23	DEFA4
Defa22	DEFA4
Defa36	DEFA4
Defa29	DEFA4
Defa34	DEFA4
Defa38	DEFA4
Defa30	DEFA4
Defa28	DEFA4
Defa40	DEFA4
Defa2	DEFA4
Defa42	DEFA4
Defa26	DEFA4
Defa35	DEFA4
AY761185	DEFA4
Defa25	DEFA4
Defa21	DEFA4
Defa39	DEFA4
Defa31	DEFA4
Defa20	DEFA4
Defa3	DEFA4
Defa32	DEFA4
Defa24	DEFA4
Defa27	DEFA4
Defa5	DEFA4
Defa17	DEFA4
Defa43	DEFA4
Defa33	DEFA4
Grip2	GRIP2
Kif1c	KIF1C
	FAM90A2P
Dgat2l6	DGAT2L6
	
	FAM90A6P
	DEFA11P
	
	
	
	NPM1P24
Tet1	TET1
	
Eras	ERAS
	
	
	
	
	MRGPRX8P
	
Ppp1r3b	PPP1R3B
	
	
	
	
	MRGPRX5P
Mrgpra4	MRGPRX1
Mrgpra1	MRGPRX1
Mrgprb4	MRGPRX1
Mrgpra9	MRGPRX1
Mrgpra3	MRGPRX1
Mrgprb1	MRGPRX1
Mrgprb8	MRGPRX1
Mrgprb3	MRGPRX1
Mrgprx1	MRGPRX1
Mrgpra2a	MRGPRX1
Mrgprx2	MRGPRX1
Mrgprb5	MRGPRX1
Mrgpra2b	MRGPRX1
Mrgprb2	MRGPRX1
Mrgpra6	MRGPRX1
	MTND4P7
Armcx3	ARMCX3
Dkk1	DKK1
	
Bbox1	BBOX1
	NANOGP4
Pdgfrl	PDGFRL
Blcap	BLCAP
Twist1	TWIST1
	DDX12P
	LINC02630
	
Atoh7	ATOH7
Malsu1	MALSU1
Defb22	DEFB104B
Defb34	DEFB104B
Defb15	DEFB104B
Mob3a	MOB3A
Alox5	ALOX5
	
4921507P07Rik	C7orf31
	TDGF1P4
	
	LINC02543
	
	
Fam90a1b	FAM90A18P
Fam90a1a	FAM90A18P
Slc6a13	SLC6A13
	
	
	RPL9P2
	
	CKAP2LP1
	FAM66B
Hrh3	HRH3
	
	FGD5-AS1
Dek	DEK
	
	TINCR
	GGTLC4P
Rph3al	RPH3AL
	
	RANBP3-DT
Tnks	TNKS
	GNA15-DT
Atg4a	ATG4A
Atg4a-ps	ATG4A
Lmcd1	LMCD1
	
	
Agr2	AGR2
Sf3a2	SF3A2
Luzp2	LUZP2
	POM121L9P
Mx1	MX1
Mx2	MX1
	BCRP1
	MIR1-1HG-AS1
Sall4	SALL4
	
Specc1l	SPECC1L
	
	
	
	
	DEFB109F
Gng2	GNG2
Tgm3	TGM3
	
	NNAT
Plekha7	PLEKHA7
Mfap5	MFAP5
	
Lrrc3b	LRRC3B
	
Gng7	GNG7
Nod1	NOD1
Bmp7	BMP7
	LINC01985
	SNRPEP4
	
	
	
	
	
	
	
Nudt13	NUDT13
Lonp1	LONP1
	EEF1DP3
	LINC02331
	
	Metazoa_SRP
	
	FRY-AS1
	
	
	
N4bp2l2	N4BP2L2
	
Gm14698	STYX
Styx	STYX
	
	LINC00240
Cyth3	CYTH3
Tti1	TTI1
	
	LINC00533
	
	PDLIM1P1
	
	RHOQP1
	
Scgn	SCGN
	GRM7-AS2
	RFC3P1
	ATP5F1CP1
L3hypdh	L3HYPDH
	ZNF385D-AS1
Ube2e2	UBE2E2
	
	OR7E154P
	MX2
Awat2	AWAT2
Micu3	MICU3
	ANO3-AS1
	EIF1AXP2
	LINC02319
	
Caprin1	CAPRIN1
4930447C04Rik	C14orf39
	
	ZNF204P
	MIR548A1HG
1700021F07Rik	C20orf85
C1qbp	C1QBP
Psmd10	PSMD10
	
	LINC01986
Specc1l	SPECC1L-ADORA2A
	LINC01622
Mafk	MAFK
	
Scp2d1	SCP2D1
	
Adora2a	ADORA2A
Bhlhe23	BHLHE23
	RPSAP1
	LINC01749
Vgll4	VGLL4
	
Carmil1	CARMIL1
Cdh4	CDH4
	RPL35P4
Lca5l	LCA5L
	
	CPVL-AS1
	RPL23P8
	RPL23AP96
	EIF4HP1
	RPL23AP53
Sp4	SP4
	
	
	
Ccdc171	CCDC171
	
	
Kif5b	KIF5B
	FAM90A5P
	
	RPL17P2
	
Heatr5a	HEATR5A
	SPECC1P1
	
	
	
	
Lonrf1	LONRF1
	TUSC2P2
Nrk	NRK
	PRKAR1B-AS2
	ADORA2A-AS1
Pds5b	PDS5B
Slc13a5	SLC13A5
	ZNRF2P2
	
	SEPTIN7P3
Itgb8	ITGB8
Upb1	UPB1
	
	RHOXF1P3
Lrch2	LRCH2
	LINC02290
	
	
	CLECL1
	
	
Snrpd3	SNRPD3
	
Yju2	YJU2
Agr3	AGR3
Clec4e	CLEC4E
Acer2	ACER2
Snrpd3	
	RPL18AP14
	TUBAP6
Six6	SIX6
Fundc1	FUNDC1
	OR2AD1P
	
	CSGALNACT1
Stmnd1	STMND1
	B4GALT1-AS1
	
	
Oaz1	OAZ1
	
	
Six4	SIX4
	
	RPSAP2
Ndrg3	NDRG3
	PINCR
	
Y_RNA	RNY1P4
	
	LINC00423
Lrrc75b	LRRC75B
	Metazoa_SRP
	
	
	
	SCAND3P1
Ccnb3	CCNB3
	PHBP13
Rusc2	RUSC2
Mab21l1	MAB21L1
Clec2m	KLRC4
Klri1	KLRC4
Klri2	KLRC4
Klre1	KLRC4
	THAP12P5
	
	GUSBP2
	
	LINC00445
	
	
	RNY4P30
	
	CTAGE10P
	RNY4P9
Spryd7	SPRYD7
	HSPE1P12
	LINC01500
	PRR4
	
	
	H2AC11
Atp5j	ATP5PF
	
	
	
	RPS27P16
	
	LINC02888
	
	
Ggt1	GGT1
	
Tmem114	TMEM114
	
	
	RSL24D1P1
	DLEU2
	NPM1P18
Ifnb1	IFNB1
	
	RPL13P
	CDYL-AS1
	DPY19L1P1
	
	GPR89P
	
	
Uhrf2	UHRF2
	
	MCFD2P1
	WASH4P
	LYRM4-AS1
Gna15	GNA15
Igf2bp3	IGF2BP3
Tmem204	TMEM204
	NAV2-AS6
	LINC02827
	
	
	
	
	
	SLC7A2-IT1
	CD83P1
	SALL4P7
	
Api5	API5
	
	
Atpaf2	ATPAF2
	ACTRT1P1
	NLRP3P1
	PPM1A
Necap1	NECAP1
	
	SNHG19
Brca2	BRCA2
Zmat1	ZMAT1
	BTN2A1
Pdlim2	PDLIM2
	
	
Anks3	ANKS3
	RPL32P34
Nmt2	NMT2
	
	DAOA-AS1
	
	
	DAOA
Safb	SAFB
	
Arf6	ARF6
Mthfd1	MTHFD1
	
	
	RAB40AL
1110059G10Rik	KIAA1143
Pou3f4	POU3F4
Nbea	NBEA
	
	
	EIF3JP1
	
	
	
	SNX3P1X
Gm9112	FAM236C
1700011M02Rik	FAM236C
	CAMTA2-AS1
	
Kat2b	KAT2B
P2ry10	P2RY10
	FTCD-AS1
Spatc1l	SPATC1L
	
	
	TPT1P13
	
	KRT8P17
	OR2E1P
	
	
	
Alg5	ALG5
	
	
Zfp78	KRBOX4
	VN1R11P
	H2AC2P
Camta2	CAMTA2
	
Aqp7	AQP7
Lss	LSS
Hivep1	HIVEP1
Tmem273	TMEM273
	C20orf197
	PTMAP6
	
	
	
	
	TSEN15P3
	SNRPCP19
Gss	GSS
	
	RPS26P30
	
Cmc1	CMC1
	FCF1P1
	DPY19L2P3
Efnb1	EFNB1
Rps4x	RPS4X
	
	RPL10P2
	TRGV10
	FAM86LP
	
	KATNBL1P5
	
Gpx6	GPX6
	
	
	
	
Utp14b	UTP14C
Utp14a	UTP14C
	HNRNPA1P73
Polr3a	POLR3A
	
Ramp3	RAMP3
Nek5	NEK5
	
	
Tbc1d5	TBC1D5
	PIGCP1
	BEX5
	
	VN1R12P
	UBE2D4
	KRT18P68
Fjx1	FJX1
	MDH1P1
	MTCYBP31
	ZKSCAN3
	
Was	WAS
	
	
	CBX3P1
	
	
	
	CALCP
	OR4A43P
	
	
	UBTFL9
	TRIM77BP
	KRT18P1
	
	
	
	HLA-U
	UBTFL7
	
Ccdc175	CCDC175
	
Olfr1204	OR4C13
Olfr1202	OR4C13
Olfr1257	OR4C13
	NOP56P1
	
	
	H2BC2P
	
Rps13	RPS13
	
Nek3	NEK3
Gfod1	GFOD1
	
	
	
	HMGB3P23
	RPS3AP54
	
	HLA-K
	
	PABPC1L2B-AS1
Nrsn1	NRSN1
	SCOCP1
	
	SNRPEP9
Mlana	MLANA
	
Slc10a1	SLC10A1
Tceal6	TCEAL5
Tceal3	TCEAL5
Tceal5	TCEAL5
	
	BCRP3
Ccar1	CCAR1
	PPP1R2C
	
	
	PHBP10
	
	
Fam120c	FAM120C
	
	
	
	OR2U2P
	LINC01623
	POM121L10P
	
	GTF2IP11
	ARL5AP4
	
Glcci1	GLCCI1
	
	
Tas2r120	TAS2R50
Tas2r136	TAS2R50
	
Nthl1	NTHL1
	
	
	
	
	
	LINC02696
	
Jarid2	JARID2
	CRIP1P4
	GAPDHP31
Dhrs7	DHRS7
	
	DLGAP2-AS1
	
Tafa5	TAFA5
	
Rimklb	RIMKLB
	
Msra	MSRA
	BBOX1-AS1
	
	
	
	H3P30
	
	OR4A46P
	PPIAP41
	AK4P4
	MAP1LC3BP1
	
	MCM3AP-AS1
	KHSRPP1
Sh3gl2	SH3GL2
Myh9	MYH9
	
Wt1	WT1
	H4C10P
H4c4	H4C9
Dlg3	DLG3
	KIAA0087
	
Elovl2	ELOVL2
	AOAH-IT1
Tas2r115	TAS2R14
Tas2r110	TAS2R14
Tas2r113	TAS2R14
Tas2r123	TAS2R14
Tas2r109	TAS2R14
Tas2r117	TAS2R14
Tas2r103	TAS2R14
Tas2r140	TAS2R14
Tas2r116	TAS2R14
Tas2r125	TAS2R14
Tas2r129	TAS2R14
Nupl2	NUP42
	A2MP1
	THSD1P1
Alg11	ALG11
	
	
Ftcd	FTCD
	
	ATP5PDP3
	
Ifna5	IFNA13
Ifna14	IFNA13
Ifna6	IFNA13
Ifna16	IFNA13
Ifna15	IFNA13
Ifna13	IFNA13
Ifna9	IFNA13
Ifna11	IFNA13
Ifna7	IFNA13
Ifna1	IFNA13
Ifna2	IFNA13
Ifna12	IFNA13
Ifna4	IFNA13
Ifnab	IFNA13
Wdr24	WDR24
	
	NOP56P2
Ifna5	IFNA7
Ifna14	IFNA7
Ifna6	IFNA7
Ifna16	IFNA7
Ifna15	IFNA7
Ifna13	IFNA7
Ifna9	IFNA7
Ifna11	IFNA7
Ifna7	IFNA7
Ifna1	IFNA7
Ifna2	IFNA7
Ifna12	IFNA7
Ifna4	IFNA7
Ifnab	IFNA7
	
	OR2S1P
Prr22	PRR22
Etv6	ETV6
	
	RPS26P2
	
Rreb1	RREB1
	CHCHD4P3
	
	
Lurap1l	LURAP1L
Vmac	VMAC
	
	LINC01627
Ints6	INTS6
	IFNWP4
Dus3l	
	
Pcnx	PCNX1
Arrdc5	ARRDC5
	
	USP17L1
	
	LINC01400
	MIR31HG
	
Shpk	
Ifna5	IFNA17
Ifna14	IFNA17
Ifna6	IFNA17
Ifna16	IFNA17
Ifna15	IFNA17
Ifna13	IFNA17
Ifna9	IFNA17
Ifna11	IFNA17
Ifna7	IFNA17
Ifna1	IFNA17
Ifna2	IFNA17
Ifna12	IFNA17
Ifna4	IFNA17
Ifnab	IFNA17
	
	
	MEIS3P1
	
	UBA52P6
	PRSS52P
Rpl36	RPL36
	HMGN2P16
	
	LINC02851
	LINC02617
	IFNWP5
	TBC1D3P3
	
	
	
Clec1a	CLEC1A
Eci1	ECI1
	CTAGE12P
	IFNWP2
Mapk1	MAPK1
	PGM5P2
Csmd1	CSMD1
	
	TCEA1P3
	IFNA11P
	
Dhx33	DHX33
	
	
Hacd4	HACD4
	LINC01716
C3ar1	C3AR1
	TMSB4XP3
	SUMO1P1
	LINC01441
	
Rps21	RPS21
	ME2P1
Cdca7l	CDCA7L
	
	
	IFNWP19
	
Catsperd	CATSPERD
	RNF2P1
	
	BOLA3P4
	
	ASS1P12
	PRB1
	
	SLC4A1APP1
	
Fam240b	FAM240B
	
	KCTD9P3
	RBPJP6
Nol6	NOL6
	NKILA
	MTCO2P1
	ITCH-IT1
	C20orf181
	RPS2P1
Smarcb1	SMARCB1
Dnajc5	DNAJC5
	TAS2R63P
	
	
	KLRF1
Hlcs	HLCS
	
Dus3l	DUS3L
	SNRPFP1
	
Unkl	UNKL
	LINC01718
	
	HSPA8P18
Tfap2c	TFAP2C
	THRAP3P1
	CFL1P7
Adarb1	ADARB1
	
	OR4C48P
Olfr1261	OR4C45
Olfr1262	OR4C45
Olfr1263	OR4C45
Bpifa2	BPIFA2
	
Atp2b2	ATP2B2
	
Far1	FAR1
Rnf38	RNF38
Txndc17	TXNDC17
	PPP1R11P2
	ARL5AP1
	GTF3C6P2
Cylc1	CYLC1
4933427D14Rik	KIAA0753
	VEZTP1
	
Dnaaf6b	DNAAF6
Dnaaf6	DNAAF6
	A2ML1-AS2
	HTR1DP1
Tas2r120	TAS2R46
Tas2r136	TAS2R46
Mbd3l2	MBD3L3
Clec9a	CLEC9A
	MIR646HG
	
Trgc4	TRGV3
Safb2	SAFB2
	PSMC1P2
	
	GOT2P3
	NANOGP1
Abca13	ABCA13
	NPIPA9
	
	ITFG2-AS1
Ripply1	RIPPLY1
	LINC02446
Tas2r114	TAS2R10
Tas2r107	TAS2R10
Tas2r104	TAS2R10
Tas2r106	TAS2R10
Tas2r105	TAS2R10
Lrp6	LRP6
	
	
	LINC02742
Gphb5	GPHB5
	INTS6-AS1
	
	MTND4P31
	
	PGAM4P1
	FDPSP5
	
	
	DPRXP6
	MTND6P13
	ATP5F1AP4
	
	H2AL1SP
	
	EEF1A1P30
	ADAM21P1
	ZNF192P1
Slc25a43	SLC25A43
	SALRNA1
	OR4C14P
Mnat1	MNAT1
Olfr1255	OR4C12
Olfr1259	OR4C12
	
	NAV2-AS5
	
Arhgdig	ARHGDIG
	RPS4XP16
	
	MRPL35P1
	RN7SL320P
	
	
	SNRPGP11
	MTCO2P33
	MIR4703
	RNU6-65P
Wnk3	WNK3
	RNY1P6
	OR2J4P
	RN7SL413P
	POM121L6P
	ATP5PBP1
	
Rras2	RRAS2
Shpk	SHPK
Mtmr6	MTMR6
	
	
	
Trim27	TRIM27
	
	
Ube2l3	UBE2L3
	
Ptprs	PTPRS
	ZFP3-DT
Mtif3	MTIF3
Lrrc75a	LRRC75A
	
	LINC01747
	
	
	CEROX1
Hs6st3	HS6ST3
Apol11a	APOL1
Apol9a	APOL1
Apol10b	APOL1
Apol7a	APOL1
Apol7c	APOL1
Apol11b	APOL1
Apol7b	APOL1
Apol8	APOL1
Apol9b	APOL1
Apol10a	APOL1
Apol7e	APOL1
	
Ccdc70	CCDC70
	
Gpr18	GPR18
Ss18l1	SS18L1
Ncbp3	NCBP3
Mtus2	MTUS2
	BMP7-AS1
	LINC00266-1
Nfx1	NFX1
	
	
	
Ccdc177	CCDC177
Nop56	NOP56
Ift140	IFT140
	LINC01303
	
Erh	ERH
	PPIAP53
	
	
Tnfsf13b	TNFSF13B
Pigl	PIGL
	
	LY86-AS1
Gm527	C14orf28
	
	TRIM51GP
	LINC02726
	
	OR4A45P
	
	
	
Dcaf4	DCAF4
	OR4A42P
	
	
	
	
	
	
	RPS3AP35
Defb13	DEFB107B
	THAP12P4
	ZNRD1ASP
	OR4A49P
	
	OR4C4P
Gdf3	GDF3
	OR2BH1P
	
	
	RPL34P22
	
	
	ENPP7P6
	
Pabpc6	PABPC3
Pabpc2	PABPC3
	RPL23AP54
Dleu7	DLEU7
Defb14	DEFB103A
Spon1	SPON1
Smim10l1	SMIM10L1
	
	
	DEFB108E
Amer2	AMER2
	TMEM97P2
	BTF3P3
Gabarapl1	GABARAPL1
	
	ATP8A2P3
	PRUNEP1
	DEFB108C
Rnf6	RNF6
Pebp4	PEBP4
1810030O07Rik	CXorf38
	
	
	HNRNPA1P37
Grap	GRAPL
	
	HCG4B
	
	EIF4A2P5
	
	
	RPL36P18
	OR4R1P
	
	EEF1A1P29
	SFR1P1
Zkscan4	ZKSCAN4
Zkscan3	ZKSCAN4
	
Mtus1	MTUS1
	ZNF90P2
	VN1R10P
	
	HNRNPA1P1
Pls3	PLS3
	
Nkapl	NKAPL
	SRP68P3
	ZNF232
	HLA-N
	OR2P1P
	
	
	
Madd	MADD
	HULC
	CNTNAP3P5
	
	
	THAP12P6
Atp8a2	ATP8A2
	FAM32CP
	LINC01189
	
	
	ZNF503-AS2
	EBLN3P
Mtmr3	MTMR3
	
	
Capn15	CAPN15
Eif2s3x	EIF2S3B
Eif2s3y	EIF2S3B
	
	RPL39P25
	
	
	
	PTMAP9
Rabep1	RABEP1
Frmpd2	FRMPD2
Clec2m	KLRC4-KLRK1
Klri1	KLRC4-KLRK1
Klri2	KLRC4-KLRK1
Klre1	KLRC4-KLRK1
	SNX18P4
	FTLP4
	
	
	KRTAP19-7
B3galt5	B3GALT5
	
Gm22488	
Syngr3	SYNGR3
Ankrd24	ANKRD24
Kcne1	KCNE1
	RPS4XP3
	LINC00029
Smarca2	SMARCA2
Nfatc2	NFATC2
4931417E11Rik	JKAMP
Jkamp	JKAMP
	
Col6a1	COL6A1
Creb5	CREB5
	MCCD1P1
	
Zbed5	ZBED9
Mlst8	MLST8
	
	MTND2P13
	PRAL
	KRT17P6
	
Sacs	SACS
	
	CAPS
	
	RPL34P31
Edn1	EDN1
Slc47a1	SLC47A1
Sh3kbp1	SH3KBP1
	RPL7P26
	
	
	GPX5
	ZNF57
	
	
	
Defa41	DEFA5
Defa37	DEFA5
Defa23	DEFA5
Defa22	DEFA5
Defa36	DEFA5
Defa29	DEFA5
Defa34	DEFA5
Defa38	DEFA5
Defa30	DEFA5
Defa28	DEFA5
Defa40	DEFA5
Defa2	DEFA5
Defa42	DEFA5
Defa26	DEFA5
Defa35	DEFA5
AY761185	DEFA5
Defa25	DEFA5
Defa21	DEFA5
Defa39	DEFA5
Defa31	DEFA5
Defa20	DEFA5
Defa3	DEFA5
Defa32	DEFA5
Defa24	DEFA5
Defa27	DEFA5
Defa5	DEFA5
Defa17	DEFA5
Defa43	DEFA5
Defa33	DEFA5
Klrd1	KLRD1
	OR6R2P
	
	EIF4EP5
	SAR1AP1
	
Prss55	PRSS55
	CMAHP
	SRMP2
	
	
	ZNF519P1
	
Olig2	OLIG2
	
Amh	AMH
Rhoj	RHOJ
Hdac11	HDAC11
	
	
	
	
	LINC02655
Xkr5	XKR5
	
	
	NPSR1-AS1
Fam149b	FAM149B1
	LINC00945
Olig1	OLIG1
Mbd3l1	MBD3L1
	
	
	
	
	
	
	
Zfp558	ZNF557
	
	
	
	LINC01548
	
	
	
Prss51	PRSS51
	ANKRD10-IT1
	
	PARP1P1
	
Dnah11	DNAH11
	
	
Ifnar2	IFNAR2
	
	LINC00431
Fam90a1b	FAM90A10P
Fam90a1a	FAM90A10P
	LINC00368
	
	
	
	ARHGEF7-AS2
	TEX21P
Fam90a1b	FAM90A9P
Fam90a1a	FAM90A9P
Arhgef7	ARHGEF7
Prag1	PRAG1
	
Socs4	SOCS4
	
	
Nmrk2	NMRK2
	
	UBQLN1P1
	
	E2F3-IT1
	FAM90A20P
	
	
	
	DEFA7P
Wsb1	WSB1
	
Magohb	MAGOHB
	
	
	SEPTIN14P8
Zwint	ZWINT
	RPL30P9
Fam90a1b	FAM90A19P
Fam90a1a	FAM90A19P
Kcnh5	KCNH5
	
	
	USP17L3
	
	
	DEFT1P2
	FAM90A3P
	
	
	
	FAM90A25P
Smim13	SMIM13
Bcas1	BCAS1
	OR2B3
Gfra2	GFRA2
Insr	INSR
Trim39	TRIM39
	DDX55P1
	LINC02367
	LOH12CR2
	OR7E148P
	
	
	
	
	SUPT16HP1
	PLBD1-AS1
	
	
Trmt5	TRMT5
	
	ZNF37BP
Selenom	SELENOM
	
Pcbd1	PCBD1
Zfyve1	ZFYVE1
Cd69	CD69
Sgpl1	SGPL1
Myo18b	MYO18B
Bin3	BIN3
	
	NIFKP3
	
	
Sycp2	SYCP2
Gm44511	KLRB1
Klrb1c	KLRB1
Klrb1a	KLRB1
Klrb1f	KLRB1
Klrb1b	KLRB1
Klrb1	KLRB1
	
	
Wdfy4	WDFY4
	
	HCG9
	MRPL48P1
Kdm4b	KDM4B
Rbm24	RBM24
Tceal7	TCEAL7
Clec2h	CLEC2D
Clec2d	CLEC2D
Clec2i	CLEC2D
Clec2e	CLEC2D
Clec2g	CLEC2D
	
	EEF1A1P27
	
	HMGN1P35
	ARL5AP5
	BRI3P3
	
	TMEM230P1
	TMEM184CP1
Bex2	BEX1
Bex1	BEX1
Hecw1	HECW1
Pemt	PEMT
	RPL7AP72
	
	NLRP7P1
	
	NANOGP9
	IMPDH1P4
	RHOXF1P1
Il10rb	
Gm21970	
	CHCHD4P4
Slc25a5	SLC25A5
	
	KRT18P38
	MICD
	H2BC13
Rarb	RARB
	IL10RB-DT
	
	DDX18P3
	
Il10rb	IL10RB
Gm21970	IL10RB
Dcaf8l	DCAF8L1
	
	
	RPL22P22
	
Ssr1	SSR1
	HS6ST2-AS1
	H3P44
	
	RPL31P63
Spin4	SPIN4
	RRM2P3
	PCNAP3
	
	
	RPL7P55
	NAA20P1
	ARMCX3-AS1
	MTCO1P53
	PRPF4BP1
Dcaf12l1	DCAF12L2
Dcaf12l2	DCAF12L2
	
	TMEM30BP1
	
	COX6CP12
	
Gnl3l	GNL3L
	
	TNPO1P1
	GRID1-AS1
Ifnar1	IFNAR1
Nutm2	NUTM2A
Dlc1	DLC1
	
Susd6	SUSD6
	DLG5-AS1
	
Lrmda	LRMDA
	
	
	
Prkch	
Olr1	OLR1
Galnt16	GALNT16
	
	JMJD1C-AS1
	LINC01519
	RAB5CP1
	NDUFA8P1
	CERNA2
	
Pdss1	PDSS1
Celf5	CELF5
	
	
	
	
	
	
	
	
	USF1P1
Tff3	TFF3
	
	
	TCF4-AS1
Tra2a	TRA2A
	MIR4529
	TCF4-AS2
	RPL21P126
	LINC01415
	MEIS3P2
Zfp422	ZNF22
	LINC01975
	NMTRQ-TTG12-1
Trpm2	TRPM2
	
	
	LINC01553
	
	PCAT18
Med31	MED31
	U3
	
	
Anxa11	ANXA11
Aqp4	AQP4
	
	
	FTLP12
	
	DHX33-DT
	HNRNPA1P21
	
	
	GRM7-AS3
Clec4d	CLEC4D
Foxf2	FOXF2
Lama5	LAMA5
	
	ZNF603P
	
	
	
	
	
	
Cck	CCK
	
	HLA-H
	HCP5B
	
	
	
	UQCRFS1P3
	DDX39BP2
	ZSCAN23
	NCKAP1P1
Pgrmc1	PGRMC1
	
	
	
	LINC02417
Vav1	VAV1
	RPL7P40
	POU5F1P3
Sox4	SOX4
Ncor1	NCOR1
	
Ybx3	YBX3
	PPP1R14BP4
	POLR2J4
Klhl13	KLHL13
Xylb	XYLB
	
	
Anln	ANLN
	HCG18
Gm867	C22orf15
	
	
	
Acot5	ACOT1
Acot3	ACOT1
Acot1	ACOT1
Gm49366	ACOT1
Acot2	ACOT1
	
	
	ELOA3CP
	
Glyr1	GLYR1
Onecut2	ONECUT2
	
Chchd10	CHCHD10
Nars	NARS1
	PARP1P2
	
	
	AKR1B1P5
	
	RPL7P52
Gpr135	GPR135
	
	
Akap5	AKAP5
Sgsm3	SGSM3
	
	
	PTTG4P
	
	RAP1AP
	RPS2P2
	
	RBM8B
	
Abcd4	ABCD4
	DEFA8P
	RERG-AS1
	
Zfp78	ZNF705B
	RPS3AP43
	
	
	SPA17P1
	
	SKP1P2
	
	
Tas2r120	TAS2R19
Tas2r136	TAS2R19
	
	SNRPCP6
	
	
Lsm14b	LSM14B
	RPL35P6
	OR7E8P
	ARHGEF7-IT1
	
	ARHGEF7-AS1
	DEFB109A
	
	FAM90A21P
	
Tceal8	TCEAL8
Tex29	TEX29
Sgcz	SGCZ
	MTND5P21
	
	CBX3P8
	ANK3
	TRIM51DP
	OR4C1P
	HNRNPA3P9
	
	LINC02721
	OR5D15P
	
	
	
Kctd12	KCTD12
	LINC02740
	
	
	BTF3P11
	FAM66D
Acod1	ACOD1
Glod5	GLOD5
	RPL7P44
	DHX9P1
Cln5	CLN5
	
Otud6a	OTUD6A
Defb13	DEFB107A
	SPANXN2
	PPIAP17
	
	
	LZTS1-AS1
	RPL37P24
	UBE2V1P16
Phactr3	PHACTR3
	
	
	BDNF-AS
	
Ptpro	PTPRO
	
	
	
Thoc2	THOC2
	
	
	
Mfhas1	MFHAS1
Atp8b1	ATP8B1
Zpbp	ZPBP
	
	
	
	
Dok2	DOK2
	
Cln5	
	
	
	
Fbxl3	FBXL3
BC003965	C16orf91
	SGSM3-AS1
	
	
	
	MRTFA-AS1
Zfp598	ZNF598
	COX6B1P3
	RPL4P6
	MYCBP2-AS1
	GAPDHP37
	MIR3200
	EIF4HP2
	MORC2-AS1
	
Mycbp2	MYCBP2
Morc2a	MORC2
Morc2b	MORC2
	RNU6-742P
	RSL24D1P11
	
Mturn	MTURN
	LINC01897
Pinx1	PINX1
Cntn6	CNTN6
	HMGN1P30
	
	
	
	MIR122HG
	PPIAP80
	LINC02533
Mir122	MIR122
	MIR3591
	
Alpk2	ALPK2
	
	OR2G1P
	
	TRIM26BP
	
	DPP9-AS1
	SUMO2P13
	
Bmper	BMPER
	ADGRE4P
Cdkal1	CDKAL1
	MYCBP2-AS2
	
	
	DHRS12
	
	LINC02522
	
	
	
	
Dcdc2a	DCDC2
	
	
Gm24453	SNORA108
	RPL9P31
Plekhj1	PLEKHJ1
	
	DEFB108A
	MALT1-AS1
	
Malt1	MALT1
	
